City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Hambantota,LK,2/1/2022 23:47,6.1241,81,71,83,9,11.01
1,Schattdorf,LK,2/2/2022 2:35,6.1241,83,74,94,20,5.75
2,Busselton,LK,2/2/2022 2:35,6.1241,85,77,94,20,5.75
3,Saskylakh,LK,2/2/2022 2:35,6.1241,87,80,94,20,5.75
4,Kapaa,LK,2/2/2022 2:35,6.1241,89,83,94,20,5.75
5,Maceio,LK,2/2/2022 2:35,6.1241,91,86,94,20,5.75
6,Hithadhoo,LK,2/2/2022 2:35,6.1241,93,89,94,20,5.75
7,Lebu,LK,2/2/2022 2:35,6.1241,95,92,94,20,5.75
8,Brejo,LK,2/2/2022 2:35,6.1241,97,95,94,20,5.75
9,Krasnoselkup,LK,2/2/2022 2:35,6.1241,99,98,94,20,5.75
10,Mayo,LK,2/2/2022 2:35,6.1241,101,101,94,20,5.75
11,Sur,LK,2/2/2022 2:35,6.1241,103,104,94,20,5.75
12,Kaitangata,LK,2/2/2022 2:35,6.1241,105,107,94,20,5.75
13,Port Elizabeth,LK,2/2/2022 2:35,6.1241,107,110,94,20,5.75
14,Butaritari,LK,2/2/2022 2:35,6.1241,109,113,94,20,5.75
15,New Norfolk,LK,2/2/2022 2:35,6.1241,111,116,94,20,5.75
16,Vaini,LK,2/2/2022 2:35,6.1241,113,119,94,20,5.75
17,Omsukchan,LK,2/2/2022 2:35,6.1241,115,122,94,20,5.75
18,Quesnel,LK,2/2/2022 2:35,6.1241,117,125,94,20,5.75
19,Jamestown,LK,2/2/2022 2:35,6.1241,119,128,94,20,5.75
20,Gavle,LK,2/2/2022 2:35,6.1241,121,131,94,20,5.75
21,Lolua,LK,2/2/2022 2:35,6.1241,123,134,94,20,5.75
22,Mahebourg,LK,2/2/2022 2:35,6.1241,125,137,94,20,5.75
23,Ushuaia,LK,2/2/2022 2:35,6.1241,127,140,94,20,5.75
24,San Patricio,LK,2/2/2022 2:35,6.1241,129,143,94,20,5.75
25,Aklavik,LK,2/2/2022 2:35,6.1241,131,146,94,20,5.75
26,Rikitea,LK,2/2/2022 2:35,6.1241,133,149,94,20,5.75
27,Hofn,LK,2/2/2022 2:35,6.1241,135,152,94,20,5.75
28,Ketchikan,LK,2/2/2022 2:35,6.1241,137,155,94,20,5.75
29,Tumannyy,LK,2/2/2022 2:35,6.1241,139,158,94,20,5.75
30,Salalah,LK,2/2/2022 2:35,6.1241,141,161,94,20,5.75
31,Kigorobya,LK,2/2/2022 2:35,6.1241,143,164,94,20,5.75
32,Victoria,LK,2/2/2022 2:35,6.1241,145,167,94,20,5.75
33,Yellowknife,LK,2/2/2022 2:35,6.1241,147,170,94,20,5.75
34,Ponta Do Sol,LK,2/2/2022 2:35,6.1241,149,173,94,20,5.75
35,Dunedin,LK,2/2/2022 2:35,6.1241,151,176,94,20,5.75
36,Illoqqortoormiut,LK,2/2/2022 2:35,6.1241,153,179,94,20,5.75
37,Ilo,LK,2/2/2022 2:35,6.1241,155,182,94,20,5.75
38,Mataura,LK,2/2/2022 2:35,6.1241,157,185,94,20,5.75
39,Hilo,LK,2/2/2022 2:35,6.1241,159,188,94,20,5.75
40,Avarua,LK,2/2/2022 2:35,6.1241,161,191,94,20,5.75
41,Bara,LK,2/2/2022 2:35,6.1241,163,194,94,20,5.75
42,Sao Joao Da Barra,LK,2/2/2022 2:35,6.1241,165,197,94,20,5.75
43,Sabha,LK,2/2/2022 2:35,6.1241,167,200,94,20,5.75
44,Kodiak,LK,2/2/2022 2:35,6.1241,169,203,94,20,5.75
45,Namibe,LK,2/2/2022 2:35,6.1241,171,206,94,20,5.75
46,Cantapoy,LK,2/2/2022 2:35,6.1241,173,209,94,20,5.75
47,Bluff,LK,2/2/2022 2:35,6.1241,175,212,94,20,5.75
48,Coihaique,LK,2/2/2022 2:35,6.1241,177,215,94,20,5.75
49,Taolanaro,LK,2/2/2022 2:35,6.1241,179,218,94,20,5.75
50,Tsihombe,LK,2/2/2022 2:35,6.1241,81,221,94,20,5.75
51,Clyde River,LK,2/2/2022 2:35,6.1241,83,224,94,20,5.75
52,Zeya,LK,2/2/2022 2:35,6.1241,85,227,94,20,5.75
53,Wanaka,LK,2/2/2022 2:35,6.1241,87,230,94,20,5.75
54,Hermanus,LK,2/2/2022 2:35,6.1241,89,233,94,20,5.75
55,Utiroa,LK,2/2/2022 2:35,6.1241,91,236,94,20,5.75
56,Malajog,LK,2/2/2022 2:35,6.1241,93,239,94,20,5.75
57,Vardo,LK,2/2/2022 2:35,6.1241,95,242,94,20,5.75
58,Bambous Virieux,LK,2/2/2022 2:35,6.1241,97,245,94,20,5.75
59,Hobart,LK,2/2/2022 2:35,6.1241,99,248,94,20,5.75
60,Samusu,LK,2/2/2022 2:35,6.1241,101,251,94,20,5.75
61,Paamiut,LK,2/2/2022 2:35,6.1241,103,254,94,20,5.75
62,Bom Jesus,LK,2/2/2022 2:35,6.1241,105,257,94,20,5.75
63,Grootfontein,LK,2/2/2022 2:35,6.1241,107,260,94,20,5.75
64,Ngunguru,LK,2/2/2022 2:35,6.1241,109,263,94,20,5.75
65,Presidencia Roque Saenz Pena,LK,2/2/2022 2:35,6.1241,111,266,94,20,5.75
66,Qaanaaq,LK,2/2/2022 2:35,6.1241,113,269,94,20,5.75
67,Puerto Ayora,LK,2/2/2022 2:35,6.1241,115,272,94,20,5.75
68,Airai,LK,2/2/2022 2:35,6.1241,117,275,94,20,5.75
69,Karpogory,LK,2/2/2022 2:35,6.1241,119,278,94,20,5.75
70,Ambon,LK,2/2/2022 2:35,6.1241,121,281,94,20,5.75
71,Pevek,LK,2/2/2022 2:35,6.1241,123,284,94,20,5.75
72,Mitu,LK,2/2/2022 2:35,6.1241,125,287,94,20,5.75
73,Atuona,LK,2/2/2022 2:35,6.1241,127,290,94,20,5.75
74,Punta Arenas,LK,2/2/2022 2:35,6.1241,129,293,94,20,5.75
75,Cidreira,LK,2/2/2022 2:35,6.1241,131,296,94,20,5.75
76,Tarudant,LK,2/2/2022 2:35,6.1241,133,299,94,20,5.75
77,Nikolskoye,LK,2/2/2022 2:35,6.1241,135,302,94,20,5.75
78,Bisira,LK,2/2/2022 2:35,6.1241,137,305,94,20,5.75
79,Souillac,LK,2/2/2022 2:35,6.1241,139,308,94,20,5.75
80,Rosetown,LK,2/2/2022 2:35,6.1241,141,311,94,20,5.75
81,Tungor,LK,2/2/2022 2:35,6.1241,143,314,94,20,5.75
82,Severo-Kurilsk,LK,2/2/2022 2:35,6.1241,145,317,94,20,5.75
83,Ribeira Grande,LK,2/2/2022 2:35,6.1241,147,320,94,20,5.75
84,Okhotsk,LK,2/2/2022 2:35,6.1241,149,323,94,20,5.75
85,Westerville,LK,2/2/2022 2:35,6.1241,151,326,94,20,5.75
86,Kaeo,LK,2/2/2022 2:35,6.1241,153,329,94,20,5.75
87,Borlange,LK,2/2/2022 2:35,6.1241,155,332,94,20,5.75
88,Amderma,LK,2/2/2022 2:35,6.1241,157,335,94,20,5.75
89,Belushya Guba,LK,2/2/2022 2:35,6.1241,159,338,94,20,5.75
90,Pisco,LK,2/2/2022 2:35,6.1241,161,341,94,20,5.75
91,Valdosta,LK,2/2/2022 2:35,6.1241,163,344,94,20,5.75
92,Chuy,LK,2/2/2022 2:35,6.1241,165,347,94,20,5.75
93,Dali,LK,2/2/2022 2:35,6.1241,167,350,94,20,5.75
94,Kavaratti,LK,2/2/2022 2:35,6.1241,169,353,94,20,5.75
95,Nadym,LK,2/2/2022 2:35,6.1241,171,356,94,20,5.75
96,Longyearbyen,LK,2/2/2022 2:35,6.1241,173,359,94,20,5.75
97,Shahreza,LK,2/2/2022 2:35,6.1241,175,362,94,20,5.75
98,Bilibino,LK,2/2/2022 2:35,6.1241,177,365,94,20,5.75
99,Tagusao,LK,2/2/2022 2:35,6.1241,179,368,94,20,5.75
100,Thompson,LK,2/2/2022 2:35,6.1241,81,371,94,20,5.75
101,Flinders,LK,2/2/2022 2:35,6.1241,83,374,94,20,5.75
102,Dingle,LK,2/2/2022 2:35,6.1241,85,377,94,20,5.75
103,Carnarvon,LK,2/2/2022 2:35,6.1241,87,380,94,20,5.75
104,Saleaula,LK,2/2/2022 2:35,6.1241,89,383,94,20,5.75
105,Progreso,LK,2/2/2022 2:35,6.1241,91,386,94,20,5.75
106,East London,LK,2/2/2022 2:35,6.1241,93,389,94,20,5.75
107,Constitucion,LK,2/2/2022 2:35,6.1241,95,392,94,20,5.75
108,Bonfim,LK,2/2/2022 2:35,6.1241,97,395,94,20,5.75
109,Ancud,LK,2/2/2022 2:35,6.1241,99,398,94,20,5.75
110,Vaitape,LK,2/2/2022 2:35,6.1241,101,401,94,20,5.75
111,Barentsburg,LK,2/2/2022 2:35,6.1241,103,404,94,20,5.75
112,Kainantu,LK,2/2/2022 2:35,6.1241,105,407,94,20,5.75
113,Acapulco,LK,2/2/2022 2:35,6.1241,107,410,94,20,5.75
114,Bonthe,LK,2/2/2022 2:35,6.1241,109,413,94,20,5.75
115,Fonte Boa,LK,2/2/2022 2:35,6.1241,111,416,94,20,5.75
116,Kahului,LK,2/2/2022 2:35,6.1241,113,419,94,20,5.75
117,Barrow,LK,2/2/2022 2:35,6.1241,115,422,94,20,5.75
118,Chapais,LK,2/2/2022 2:35,6.1241,117,425,94,20,5.75
119,Namatanai,LK,2/2/2022 2:35,6.1241,119,428,94,20,5.75
120,Ryabovo,LK,2/2/2022 2:35,6.1241,121,431,94,20,5.75
121,Khatanga,LK,2/2/2022 2:35,6.1241,123,434,94,20,5.75
122,Talnakh,LK,2/2/2022 2:35,6.1241,125,437,94,20,5.75
123,Walvis Bay,LK,2/2/2022 2:35,6.1241,127,440,94,20,5.75
124,Oda,LK,2/2/2022 2:35,6.1241,129,443,94,20,5.75
125,High Level,LK,2/2/2022 2:35,6.1241,131,446,94,20,5.75
126,Mar Del Plata,LK,2/2/2022 2:35,6.1241,133,449,94,20,5.75
127,Georgetown,LK,2/2/2022 2:35,6.1241,135,452,94,20,5.75
128,Luderitz,LK,2/2/2022 2:35,6.1241,137,455,94,20,5.75
129,Faanui,LK,2/2/2022 2:35,6.1241,139,458,94,20,5.75
130,Albany,LK,2/2/2022 2:35,6.1241,141,461,94,20,5.75
131,Cherskiy,LK,2/2/2022 2:35,6.1241,143,464,94,20,5.75
